ENT,NOM_ENT,MUN,NOM_MUN,LOC50K,NOM_LOC,ID_VIV,CLAVIVP,PAREDES,TECHOS,PISOS,COCINA,CUADORM,TOTCUART,ELECTRI,DISAGU,DOTAGUAD,SERSAN,USOEXC,CONAGU,DRENAJE,COMBUST,ELIBAS,TENVIV,FADQUI,ESTUFAG,ESTUFAL,TINACO,BOILER,CISTERNA,REGADERA,MEDLUZ,RADIO,TELEVI,REFRIG,LAVADORA,AUTOPROP,COMPU,TELEFONO,CELULAR,INTERNET,NUMINF,NUMPERS,TIPOHOG,MCONMIG,MNUMPERS,COMIO1VEZ,NOCOMI1D,SINCOMER,INGTRHOG,FACTOR,ESTRATO,UPM,TAM_LOC,CERTEZA,IDH125
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00068033,1,7,09,2,1,04,06,1,1,1,1,3,5,1,1,1,3,,1,3,1,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00003,1,3,,2,4,2,007000,17,400-01-001-0003,0002,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00068039,1,8,09,3,1,03,06,1,1,1,1,3,5,1,1,1,1,3,1,4,2,3,2,3,1,1,3,1,3,2,4,1,4,2,01,00002,1,3,,2,4,2,,17,400-01-001-0003,0002,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00068042,1,7,09,2,1,03,06,1,1,1,1,3,6,1,1,1,1,3,1,3,2,3,2,3,1,1,3,1,3,2,3,2,4,2,01,00007,1,3,,2,4,2,005271,17,400-01-001-0003,0002,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00264407,1,7,09,3,3,02,02,3,1,2,1,3,7,5,3,4,2,,2,3,2,4,2,4,9,2,4,2,4,2,4,9,9,2,02,00012,4,9,,2,4,2,005871,30,401-01-001-0001,0006,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00275434,1,8,09,2,1,04,05,1,2,1,1,3,6,2,1,1,2,,1,3,1,4,1,4,1,1,3,1,3,1,3,2,3,1,01,00006,2,3,,2,4,2,011857,30,401-01-001-0001,0023,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00277894,1,7,09,2,3,02,02,1,5,,1,3,6,2,1,3,2,,1,3,2,4,2,4,1,1,3,1,3,1,4,2,4,2,02,00005,1,3,,2,4,2,003429,30,401-01-001-0001,0025,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00546217,1,7,03,1,1,06,07,3,1,5,3,,,5,3,7,1,3,1,3,1,4,2,4,2,1,3,2,4,1,4,2,4,2,01,00001,5,3,,2,4,2,000000,30,401-01-001-0001,0016,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565014,1,8,09,2,1,02,04,1,1,1,3,,,5,3,7,1,3,1,9,9,9,9,9,9,9,3,1,3,1,4,2,4,2,,00005,2,3,,2,4,2,003000,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565020,1,8,09,2,1,03,04,1,1,2,1,3,9,5,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,1,3,2,01,00004,1,1,01,2,4,2,011857,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565026,9,8,09,3,1,02,02,1,2,3,3,,,3,3,1,3,,1,3,2,4,2,4,1,2,3,1,3,2,4,1,4,2,02,00005,1,3,,2,4,2,004286,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565030,9,8,09,3,1,03,04,1,1,2,1,3,5,2,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00005,1,3,,2,4,2,010286,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565031,1,8,09,2,1,03,05,1,1,2,1,3,5,2,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,03,00006,1,3,,2,4,2,008143,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565036,1,8,09,2,1,03,05,1,1,2,1,1,5,2,1,1,1,3,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,2,01,00005,1,9,,2,4,2,010972,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565038,1,8,09,2,1,03,04,1,1,2,1,3,5,2,1,1,1,3,1,4,1,3,2,3,1,1,3,1,3,1,3,2,3,2,02,00006,1,3,,2,4,2,006429,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565042,1,8,09,2,1,03,04,1,1,2,1,3,5,2,1,3,1,3,1,3,1,3,1,3,1,1,3,1,3,2,4,2,3,2,01,00005,4,3,,2,4,2,012143,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565046,1,8,09,2,1,02,04,1,1,2,1,1,5,2,1,3,1,3,1,4,1,4,1,4,1,2,3,1,3,1,4,2,3,2,02,00003,1,9,,2,4,2,006857,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565049,1,8,09,2,1,02,02,1,1,2,1,3,5,2,1,3,1,2,1,4,1,4,2,3,1,1,3,1,3,2,4,2,3,2,02,00005,1,3,,2,4,2,008572,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565052,1,8,09,2,1,03,04,1,1,2,1,1,6,2,1,1,1,3,1,4,1,3,1,3,1,1,3,1,3,2,4,1,4,2,02,00006,1,3,,2,4,2,006000,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565056,9,8,09,2,1,01,03,1,1,2,1,1,5,2,1,1,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,2,005571,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565059,9,8,09,3,1,03,04,1,1,2,1,1,5,2,1,1,1,3,1,4,1,3,2,3,1,1,3,1,3,2,3,2,3,2,02,00005,1,3,,2,4,2,006000,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565061,1,8,09,2,1,02,03,1,1,2,1,1,6,2,1,1,1,3,1,4,2,4,2,4,1,1,3,1,3,2,4,2,3,2,01,00006,2,3,,2,4,2,006857,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565063,1,8,09,2,1,01,04,1,1,2,1,1,5,2,1,1,3,,1,4,1,3,1,3,1,1,3,1,3,2,4,2,4,2,01,00001,5,3,,2,4,2,,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565065,1,8,09,2,1,02,04,1,2,2,1,3,5,2,1,1,1,3,1,4,1,3,2,3,1,1,3,1,3,2,4,2,3,2,02,00007,1,3,,2,4,2,001714,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565068,1,8,09,3,1,05,07,1,1,2,1,1,5,2,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,2,02,00007,1,3,,2,4,2,017572,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565072,1,8,09,2,1,02,05,1,1,1,1,3,5,2,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,2,008571,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565075,1,8,09,3,1,02,03,1,1,2,1,3,6,2,1,3,1,3,1,4,2,4,2,4,1,1,3,1,3,1,4,2,4,2,01,00005,1,3,,1,4,2,,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565080,1,8,09,2,1,03,04,1,2,2,1,3,5,2,1,1,1,3,1,4,1,4,2,4,1,1,3,1,3,2,4,2,3,2,02,00004,1,3,,2,4,2,008143,30,401-01-001-0001,0021,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565807,1,8,09,3,1,02,06,1,1,2,1,3,5,1,1,2,2,,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00003,1,3,,1,4,2,008000,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565808,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,2,1,2,1,4,1,3,2,3,1,1,3,1,3,1,4,1,3,2,,00004,1,1,01,2,4,2,002143,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565809,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00005,2,3,,2,4,2,004286,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565810,1,8,09,3,1,02,04,1,1,2,1,3,5,1,1,2,1,2,1,4,2,4,1,3,1,1,3,1,3,2,4,2,3,2,01,00001,5,3,,2,4,2,002143,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565811,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,2,4,2,02,00010,2,3,,2,4,2,017572,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565812,1,8,09,3,1,01,04,1,1,2,1,3,5,1,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,2,4,2,3,2,02,00003,1,3,,2,4,2,002571,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00565813,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00005,1,3,,2,4,2,006429,17,400-01-001-0003,0010,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00589145,1,8,09,2,1,02,03,1,2,1,1,1,7,2,1,3,2,,1,4,2,4,2,4,1,1,3,1,4,1,4,2,3,2,03,00005,1,3,,2,4,2,008700,30,401-01-001-0001,0015,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764554,1,8,09,2,1,03,04,1,1,1,1,3,5,1,1,3,1,2,1,4,2,4,1,3,1,1,3,1,3,2,4,1,3,2,02,00009,2,3,,2,4,2,010600,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764561,1,8,09,2,1,01,02,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,3,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,2,005400,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764565,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,1,3,1,3,1,3,1,3,1,1,3,1,3,1,4,2,3,2,02,00003,1,3,,2,4,2,004286,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764568,1,8,01,2,1,03,04,1,1,1,1,3,5,1,1,3,1,2,1,4,2,4,2,3,1,1,3,1,3,2,9,2,4,2,02,00005,1,3,,2,4,2,008786,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764570,1,8,09,2,1,01,06,1,1,1,1,1,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,2,4,2,3,2,01,00001,5,3,,2,3,1,,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764572,1,2,03,2,1,01,01,1,1,1,1,1,6,1,1,3,2,,1,4,2,4,2,4,1,1,3,2,4,2,4,2,3,2,02,00005,1,3,,2,3,1,003214,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764573,1,8,09,3,1,01,02,1,1,1,1,1,5,1,1,3,1,2,1,4,1,3,2,3,1,1,3,1,3,2,4,2,4,2,02,00003,1,3,,2,4,2,003857,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764576,1,8,09,2,1,02,03,1,1,1,1,1,5,1,1,3,1,3,1,4,1,3,2,4,1,1,3,1,3,1,4,2,3,2,02,00006,1,3,,2,4,2,003857,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764582,1,8,09,2,1,04,05,1,1,1,1,3,6,1,1,3,2,,1,4,2,4,2,4,1,1,3,1,4,1,4,2,3,2,02,00008,1,3,,2,4,2,012858,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764590,1,8,09,2,1,03,03,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,3,1,1,3,1,3,2,4,2,3,2,01,00007,2,3,,2,4,2,012000,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764598,1,8,09,2,1,03,04,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,3,1,1,3,1,3,1,4,2,3,2,,00006,1,1,01,2,4,2,008086,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,00764602,1,8,09,2,1,03,04,1,1,1,1,3,6,1,1,3,1,3,1,4,2,4,2,3,1,1,3,1,3,2,4,2,3,2,02,00007,2,3,,2,4,2,010714,3,401-01-001-0001,0038,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01653692,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,2,3,1,2,3,1,3,1,3,2,3,2,02,00005,1,3,,2,4,2,050000,30,401-01-001-0001,0046,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01833102,9,8,09,3,1,03,04,1,1,2,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,2,4,2,4,2,02,00003,1,3,,2,4,2,004286,26,400-01-001-0006,0003,02,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01833108,1,8,09,2,1,06,07,1,1,2,1,3,5,1,3,3,3,,1,3,1,3,2,3,1,2,3,1,3,2,4,1,3,2,02,00011,2,3,,2,4,2,010499,26,400-01-001-0006,0003,02,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01833117,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,2,4,2,4,2,01,00005,1,3,,2,4,2,004286,26,400-01-001-0006,0003,02,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01833119,1,8,09,2,1,03,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,2,4,2,3,2,02,00007,1,3,,2,4,2,005143,26,400-01-001-0006,0003,02,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01833121,9,8,09,3,1,02,03,1,1,2,1,3,5,1,1,3,2,,1,4,1,4,1,3,1,1,3,1,3,2,4,2,3,2,01,00006,1,3,,2,4,2,,26,400-01-001-0006,0003,02,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01838970,1,8,09,2,1,04,06,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,4,1,1,3,1,3,1,4,2,3,2,02,00006,1,3,,2,4,2,006857,17,400-01-001-0003,0001,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01838976,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,03,00006,1,3,,2,4,2,008000,17,400-01-001-0003,0001,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01838980,1,8,03,2,1,02,03,1,1,1,1,3,6,1,1,3,2,,1,4,2,4,2,4,2,1,4,1,4,2,4,2,3,2,03,00013,2,3,,2,4,2,022715,17,400-01-001-0003,0001,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01838985,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,3,1,1,3,1,3,2,4,1,4,2,01,00005,2,3,,2,4,2,009000,17,400-01-001-0003,0001,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01840643,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,2,012400,30,401-01-001-0001,0035,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01840655,1,7,03,2,1,01,05,3,2,1,1,3,6,2,3,3,1,3,1,9,9,9,9,9,9,1,4,2,4,1,4,2,4,2,02,00005,2,3,,2,4,2,007786,30,401-01-001-0001,0035,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01840662,1,8,09,2,1,04,07,1,1,1,1,3,5,1,1,3,1,4,1,4,1,3,2,3,2,1,3,1,3,1,4,2,3,2,02,00009,4,3,,2,4,2,010715,30,401-01-001-0001,0035,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01843424,1,8,09,2,1,03,06,1,2,9,1,3,5,2,1,4,1,3,1,9,9,9,9,9,9,1,3,1,3,1,4,2,3,2,01,00004,1,3,,2,4,2,006000,30,401-01-001-0001,0018,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01890905,1,7,03,1,1,02,04,1,1,5,1,3,6,2,3,3,1,3,2,3,2,4,2,4,1,1,3,2,4,1,4,2,4,2,02,00002,1,3,,2,4,2,000000,30,401-01-001-0001,0027,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01893184,1,8,09,2,1,01,03,1,1,3,1,3,5,2,1,3,1,4,1,3,1,4,2,3,1,1,3,2,3,1,4,2,3,2,01,00003,1,3,,2,4,2,004071,30,401-01-001-0001,0029,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01893190,1,8,09,2,1,01,02,1,2,3,1,3,6,2,1,3,1,3,1,3,2,4,2,4,1,1,3,2,3,2,4,2,4,2,01,00003,2,3,,2,4,2,,30,401-01-001-0001,0029,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01900183,1,7,03,1,1,01,02,3,4,,3,,,5,3,4,1,3,2,4,2,4,2,4,2,9,9,9,9,9,9,9,9,9,01,00001,5,3,,2,4,2,000000,30,401-01-001-0001,0039,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908481,1,8,09,3,1,03,04,1,1,2,1,3,6,1,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,1,4,2,03,00005,2,3,,2,4,2,,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908487,1,8,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,2,4,1,3,2,02,00006,2,3,,2,4,2,014144,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908491,1,8,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,2,1,4,1,4,2,3,1,1,3,1,3,1,4,1,3,2,03,00008,2,3,,2,4,2,,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908494,1,8,09,3,1,01,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,4,2,3,1,1,3,1,3,2,4,2,3,2,02,00005,1,1,01,2,4,2,005143,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908495,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00005,1,3,,2,4,2,009286,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908496,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,4,1,3,1,1,3,1,3,1,3,1,3,1,02,00004,1,3,,2,4,2,005143,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908497,1,8,09,3,1,02,03,1,1,2,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,01,00004,2,3,,2,4,2,004000,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908498,1,8,09,3,1,05,06,1,5,,1,3,6,2,1,3,1,3,1,4,1,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00002,1,3,,2,4,2,006429,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908499,1,8,09,3,1,02,02,1,1,2,1,3,5,1,1,2,1,2,1,4,1,3,1,3,1,1,3,1,4,2,4,1,4,2,02,00003,1,3,,2,4,2,003429,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908500,1,8,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,4,2,4,2,01,00002,2,3,,2,4,2,,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908501,1,8,09,3,1,04,06,1,1,1,1,3,5,1,1,3,1,3,1,4,1,4,1,3,1,1,3,1,3,1,3,1,3,1,02,00004,1,3,,2,4,2,002143,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908502,1,8,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,2,3,1,1,3,1,3,2,4,1,3,2,04,00007,2,3,,2,4,2,005143,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908503,1,8,09,3,1,04,05,1,1,3,1,3,6,1,1,3,1,2,1,4,1,3,2,3,1,1,3,1,3,2,4,2,4,2,01,00003,2,3,,2,4,2,,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908504,1,8,09,2,1,03,05,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,2,4,1,3,2,01,00002,1,3,,2,4,2,003429,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01908505,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,02,00007,2,3,,2,4,2,014071,17,400-01-001-0003,0011,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926822,1,8,09,3,1,03,05,1,1,2,1,3,5,1,1,7,1,2,1,4,1,3,1,3,2,1,3,1,3,1,4,2,4,2,02,00007,2,3,,2,4,2,010715,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926835,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,2,1,3,1,4,1,4,1,4,1,1,3,1,3,2,4,1,4,2,01,00006,1,3,,2,4,2,002571,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926851,1,8,09,2,1,01,02,1,5,,1,1,6,3,1,7,1,3,1,4,2,4,2,4,1,2,3,1,4,1,4,2,4,2,02,00002,1,3,,2,4,2,001286,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926853,1,8,09,3,1,03,04,1,5,,1,3,5,2,1,4,1,3,1,4,2,4,1,3,1,1,3,1,4,1,4,2,3,2,02,00003,1,3,,2,4,1,,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926858,1,8,03,2,1,01,02,1,2,4,1,1,6,2,1,7,3,,1,4,2,4,2,4,2,1,3,1,4,2,4,2,4,2,02,00002,1,3,,2,4,2,004843,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926861,1,8,09,2,1,02,03,1,5,,1,3,6,5,1,3,1,3,1,4,1,3,1,3,2,2,3,1,3,1,4,2,3,2,01,00003,1,3,,2,4,2,000000,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926865,1,8,09,3,1,03,03,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,1,4,1,1,3,1,4,2,4,2,3,2,02,00005,1,3,,2,4,2,003429,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926869,1,8,09,2,1,01,01,1,1,4,1,3,6,5,1,3,1,3,1,3,2,4,2,4,2,1,3,1,4,2,4,2,4,2,02,00006,2,3,,2,4,2,,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926878,1,8,09,2,1,01,02,1,5,,1,3,6,5,1,3,1,3,1,4,1,4,2,4,1,1,3,1,4,2,4,2,3,2,02,00004,1,3,,2,4,2,003000,17,400-01-001-0003,0012,01,0,0
01,Aguascalientes,001,Aguascalientes,0000,Localidad de menos de 50 mil habitantes,01926884,1,6,03,1,1,02,03,3,5,,1,3,6,5,1,7,1,3,1,4,1,4,2,4,9,1,3,9,4,1,4,2,3,2,01,00006,1,3,,2,4,2,003429,17,400-01-001-0003,0012,01,0,0
