ENT,NOM_ENT,MUN,NOM_MUN,LOC50K,NOM_LOC,ID_VIV,CLAVIVP,PAREDES,TECHOS,PISOS,COCINA,CUADORM,TOTCUART,ELECTRI,DISAGU,DOTAGUAD,SERSAN,USOEXC,CONAGU,DRENAJE,COMBUST,ELIBAS,TENVIV,FADQUI,ESTUFAG,ESTUFAL,TINACO,BOILER,CISTERNA,REGADERA,MEDLUZ,RADIO,TELEVI,REFRIG,LAVADORA,AUTOPROP,COMPU,TELEFONO,CELULAR,INTERNET,NUMINF,NUMPERS,TIPOHOG,MCONMIG,MNUMPERS,COMIO1VEZ,NOCOMI1D,SINCOMER,INGTRHOG,FACTOR,ESTRATO,UPM,TAM_LOC,CERTEZA,IDH125
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888613,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,2,4,1,3,1,01,00002,2,3,,2,4,2,001200,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888614,1,7,09,1,1,02,05,1,1,1,1,3,5,1,1,3,3,,1,3,1,4,2,3,2,1,3,1,3,2,4,2,3,2,01,00004,1,3,,2,4,2,002914,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888617,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,3,,1,4,1,3,2,3,1,1,3,2,4,2,4,2,3,2,01,00003,3,3,,2,4,2,008572,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888619,1,8,09,2,1,02,03,1,1,1,1,1,6,1,1,3,3,,1,4,2,4,2,3,1,1,3,1,3,1,4,1,4,2,02,00003,4,3,,2,4,2,003000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888620,1,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,02,00002,1,3,,2,4,2,,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888621,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,3,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,1,02,00003,1,3,,2,4,2,007000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888622,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,2,,1,3,1,3,1,3,1,1,3,1,3,2,4,2,3,2,01,00002,1,3,,2,4,2,003429,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888623,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,2,01,00002,1,3,,2,4,2,016000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888624,1,7,09,3,1,02,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,2,01,00005,2,3,,2,4,2,014742,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888625,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,2,3,1,2,3,1,4,1,4,2,3,2,01,00001,5,3,,2,4,2,008000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888627,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,2,3,1,1,3,1,3,2,3,2,3,1,02,00003,1,3,,2,4,2,002786,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888632,1,8,09,3,1,03,04,1,1,1,1,3,5,1,2,3,1,4,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,02,00005,1,3,,2,4,2,004286,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888633,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,2,4,1,3,1,3,1,1,3,2,4,2,4,2,3,2,01,00001,5,3,,2,4,2,004000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888634,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,1,02,00004,2,3,,2,4,2,015000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888635,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,4,1,4,2,02,00002,1,3,,2,4,2,001714,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888636,1,8,09,3,1,01,02,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,2,3,1,4,1,3,2,3,2,01,00001,5,3,,2,4,2,015000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888637,1,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,2,3,1,2,3,1,4,1,4,1,3,2,01,00001,5,3,,2,4,2,011000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888638,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,2,3,1,4,2,3,2,3,2,01,00002,2,3,,2,4,2,016000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888640,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,01,00003,1,3,,2,4,2,003000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888641,1,8,09,3,1,05,09,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,03,00005,1,3,,2,4,2,008571,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888644,1,8,09,3,1,01,07,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,1,3,1,2,4,2,4,2,4,2,4,2,01,00001,5,3,,2,4,2,,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888646,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00005,1,3,,2,4,2,016000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888650,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,1,3,1,1,3,1,4,2,4,2,4,2,01,00001,5,3,,2,4,2,008571,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888651,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,4,1,4,1,3,2,01,00002,1,3,,2,4,2,010500,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888653,1,8,09,2,1,01,06,1,1,1,1,3,5,1,5,3,1,1,2,4,1,3,2,3,1,1,3,2,4,2,4,1,3,2,01,00001,5,3,,2,4,2,034286,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888654,1,7,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,1,3,1,2,3,1,3,2,4,2,4,2,01,00003,2,3,,2,4,2,003429,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888655,1,8,09,3,1,04,07,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,2,01,00002,2,3,,2,4,2,,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888656,1,8,09,3,1,03,06,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,2,02,00004,1,3,,2,4,2,011000,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,14888657,1,8,09,2,1,01,06,1,1,1,1,3,5,1,1,3,1,4,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,1,02,00004,1,3,,2,4,2,008571,12,410-01-001-0023,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331174,1,8,09,3,1,03,07,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,1,01,00004,1,3,,2,4,2,015629,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331182,1,8,09,2,1,02,05,1,1,1,1,3,5,1,1,3,3,,1,4,2,4,1,3,1,1,3,1,3,2,4,1,4,2,01,00006,2,3,,1,4,2,010214,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331183,1,8,09,2,1,02,02,1,1,1,1,3,6,1,1,3,3,,1,4,2,4,2,4,1,1,4,2,4,2,4,2,4,2,01,00002,1,3,,1,3,1,004286,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331184,1,8,09,2,1,04,06,1,1,1,1,3,5,1,1,3,1,3,1,4,2,4,2,4,1,1,3,1,3,2,4,1,3,2,05,00008,2,3,,2,4,2,009429,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331185,1,8,09,3,1,01,02,1,1,1,1,3,5,1,1,3,2,,1,4,1,4,2,3,1,1,3,1,4,2,3,1,3,1,03,00005,1,3,,2,4,2,,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331186,1,8,09,3,1,01,06,1,1,1,1,3,6,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,1,4,1,4,2,01,00002,1,3,,2,4,2,,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331187,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,3,1,4,1,4,2,3,1,1,3,1,4,1,3,1,3,1,04,00005,1,3,,2,4,2,019829,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331188,1,8,09,3,1,03,03,1,1,1,1,3,6,1,1,3,1,1,1,4,2,4,2,4,1,1,4,1,4,2,4,2,4,2,02,00006,2,3,,2,4,2,,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331189,1,8,09,2,1,03,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,2,3,1,1,3,1,3,1,4,1,3,2,02,00008,2,3,,2,4,2,009543,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331190,1,3,08,3,1,03,05,1,1,1,1,3,6,1,1,3,1,1,1,4,1,4,2,3,1,1,3,1,3,1,4,1,3,2,01,00007,1,3,,2,4,2,009215,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331191,1,8,09,3,1,04,08,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,1,3,1,1,3,1,3,2,4,1,4,2,05,00009,2,1,01,2,4,2,003857,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331192,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,2,3,1,1,3,1,3,2,4,2,4,2,02,00002,1,3,,2,4,2,002100,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331195,1,8,09,3,1,02,07,1,1,1,1,3,5,1,1,2,1,1,1,4,2,4,2,3,1,1,3,1,3,2,3,1,3,1,01,00003,2,3,,2,4,2,,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331196,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,1,1,1,4,1,4,2,3,1,1,3,1,3,1,4,1,4,2,02,00002,1,3,,2,4,2,013714,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331198,1,8,09,3,1,02,07,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,1,3,1,1,3,1,3,1,3,1,3,2,01,00003,1,3,,2,4,2,008571,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331199,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,1,1,4,1,4,2,3,1,1,3,1,3,2,4,1,4,2,01,00003,1,3,,2,4,2,006429,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331200,1,8,09,3,1,02,02,1,1,1,1,3,5,1,1,3,1,1,1,4,2,4,2,3,1,1,3,1,3,2,3,2,3,2,02,00004,1,3,,2,4,2,002143,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331201,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,4,2,3,1,1,3,1,3,2,4,2,3,2,02,00002,1,3,,2,4,2,002143,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331202,1,8,09,3,1,01,05,1,1,1,1,3,5,1,1,3,1,1,1,4,1,4,2,3,1,2,3,1,3,1,4,1,3,2,03,00006,2,1,01,2,4,2,008571,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15331203,1,8,09,3,1,04,06,1,1,1,1,3,5,1,1,3,2,,1,4,1,4,1,3,1,1,3,1,3,2,3,1,4,1,01,00005,2,3,,2,4,2,008800,44,410-01-001-0096,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386246,2,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,2,3,1,1,3,1,3,2,4,2,3,2,01,00003,3,3,,2,4,2,043571,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386349,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,2,3,1,3,2,01,00001,5,3,,2,4,2,003214,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386355,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00003,1,3,,2,4,2,014571,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386356,2,8,09,3,1,02,04,1,1,1,1,3,6,1,1,3,1,1,1,4,2,4,2,3,1,1,3,1,3,2,4,2,3,2,01,00002,1,3,,2,4,2,999999,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386358,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,2,4,2,3,2,01,00001,5,3,,2,4,2,005000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386362,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,3,,1,4,2,3,2,3,1,1,3,1,3,1,3,2,3,1,01,00002,1,3,,2,4,2,019600,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386364,2,8,09,3,1,02,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,4,2,3,2,01,00002,1,3,,2,4,2,005143,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386367,9,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,4,2,3,1,1,3,1,3,1,3,2,3,1,01,00002,6,3,,2,4,2,034000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386369,2,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,4,2,3,1,1,3,1,3,2,4,2,3,2,02,00003,1,3,,2,4,2,999999,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386371,2,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00004,1,3,,2,4,2,026000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386375,2,8,09,3,1,01,05,1,1,1,1,3,5,1,1,3,2,,1,4,2,3,2,3,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,2,015000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386378,2,8,09,3,1,02,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,4,1,3,2,02,00003,1,3,,2,4,2,013714,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386380,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,4,2,3,1,1,3,1,3,1,4,1,3,2,02,00003,1,3,,2,4,2,005714,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386382,2,8,09,3,1,02,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,3,1,3,1,01,00002,1,3,,2,4,2,011229,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386383,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,4,2,3,1,2,3,1,4,2,3,2,3,1,01,00003,1,3,,2,4,2,007200,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386386,2,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,2,3,1,3,2,3,2,3,2,01,00002,6,3,,2,4,2,004286,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386388,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,3,2,3,1,1,3,1,4,2,3,2,3,1,01,00003,2,3,,2,4,2,023000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386390,2,8,09,3,1,01,04,1,1,1,1,3,5,1,1,3,2,,1,4,2,3,2,3,1,2,3,1,4,2,4,2,3,2,02,00002,6,3,,2,4,2,007286,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386393,2,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,3,1,3,1,02,00002,1,3,,2,4,2,002000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386394,2,8,09,3,1,02,05,1,1,1,1,3,5,1,1,3,1,1,1,4,2,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00002,1,3,,2,4,2,021000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15386396,2,8,09,2,1,02,05,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,1,3,2,3,2,01,00002,1,3,,2,4,2,020000,96,410-01-001-0122,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557474,1,8,09,3,1,01,02,1,1,1,1,3,5,1,1,3,1,1,2,4,1,3,1,3,1,1,3,1,3,1,3,1,3,2,01,00001,5,3,,2,4,2,008000,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557487,1,8,09,3,1,02,05,1,1,1,1,3,5,1,1,3,1,3,1,4,1,3,1,3,1,1,3,1,3,2,3,1,3,1,01,00004,2,3,,2,4,2,003714,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557488,1,8,09,2,1,04,05,1,1,1,1,3,5,1,1,3,2,,1,4,1,4,1,4,1,1,3,2,3,2,4,2,3,2,06,00011,2,3,,2,4,2,011144,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557489,1,8,09,3,1,03,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,2,4,2,3,2,02,00008,2,3,,2,4,2,018001,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557490,1,8,09,2,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,1,3,1,1,3,1,3,1,4,2,3,2,02,00005,1,3,,2,4,2,006004,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557492,1,8,09,2,1,02,04,1,1,1,1,3,6,1,1,3,3,,1,4,1,3,2,3,1,1,3,1,3,2,4,1,3,2,01,00004,1,3,,2,4,2,000000,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557495,1,8,09,3,3,01,02,1,1,1,1,3,6,1,9,3,2,,1,4,2,4,2,4,1,1,3,2,3,2,4,2,4,2,01,00002,1,3,,1,4,2,001714,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15557498,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,1,02,00005,1,3,,2,4,2,016000,22,410-01-001-0056,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561698,2,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,2,,1,4,1,3,1,3,1,1,3,1,3,1,3,2,3,2,02,00004,1,3,,2,4,2,010000,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561699,1,8,09,2,1,02,05,1,1,1,1,3,5,1,1,3,1,2,1,4,1,3,2,3,1,1,3,1,3,2,4,1,4,2,01,00002,1,3,,2,4,2,000257,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561700,1,8,09,3,1,02,04,1,1,1,1,3,5,1,2,1,1,1,1,4,1,3,1,3,1,1,3,1,3,1,4,1,3,2,02,00003,2,3,,2,4,2,004286,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561703,1,8,09,2,1,03,04,1,1,1,1,3,6,1,1,3,2,,1,4,1,4,1,3,1,1,3,1,4,2,3,1,3,1,03,00004,2,3,,2,4,2,005286,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561705,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,3,1,3,1,01,00004,1,3,,2,4,2,015429,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561708,1,8,09,3,1,01,03,1,1,1,1,1,5,1,1,3,2,,1,4,2,3,2,3,1,1,3,1,3,1,4,1,3,2,02,00004,1,3,,2,4,2,003429,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561710,1,8,09,3,1,03,05,1,1,1,1,3,5,1,1,3,1,4,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,1,02,00003,1,3,,2,4,2,021429,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561711,1,8,09,3,1,02,03,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,3,1,3,2,01,00008,2,9,,9,9,9,017144,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561716,1,8,09,3,1,01,03,1,1,1,1,3,5,1,1,3,2,,1,4,1,4,2,3,1,1,3,1,3,2,4,2,4,2,02,00003,1,3,,2,4,1,001500,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561718,1,8,09,3,1,01,03,1,1,1,1,3,6,1,1,3,2,,1,4,2,4,2,4,1,1,3,1,3,1,4,2,3,2,02,00004,1,3,,2,4,1,009429,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561720,1,8,09,2,1,02,03,1,1,1,1,3,6,1,1,3,2,,1,4,2,4,2,4,1,1,3,2,4,2,4,2,3,2,03,00003,1,3,,1,4,1,006857,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561724,1,8,09,3,1,02,06,1,1,1,1,3,6,1,1,3,1,4,1,4,1,3,2,3,1,1,3,1,3,1,3,1,3,2,02,00003,1,3,,2,4,2,006000,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561727,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,3,,1,4,2,4,2,3,1,1,3,1,3,1,3,1,4,2,02,00005,1,3,,2,4,2,011142,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15561729,1,8,09,3,1,01,02,1,1,1,1,3,6,1,3,3,1,3,1,4,2,4,2,4,1,1,3,1,4,2,4,2,4,2,02,00003,2,3,,2,4,2,000214,17,410-01-001-0010,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15563326,1,8,09,3,1,02,04,1,1,5,1,3,5,1,1,2,1,1,1,4,1,3,2,3,1,2,3,1,3,1,4,1,3,2,02,00003,1,3,,2,4,2,009429,11,410-01-001-0213,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15563363,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,4,2,3,2,02,00003,1,3,,2,4,2,008572,11,410-01-001-0213,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15563366,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,1,3,1,1,3,1,3,2,4,2,3,2,01,00001,5,3,,2,4,2,004286,11,410-01-001-0213,0001,04,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,15563370,1,8,09,3,1,02,04,1,1,1,1,3,5,1,1,3,1,1,1,4,1,3,2,3,1,1,3,1,3,2,4,2,3,2,02,00004,1,3,,2,4,2,012116,11,410-01-001-0213,0001,04,0,0
